Artist,Song Title,Album,Year,Top topic,Second topic,third topic,fourth topic,fifth topic
Eminem,You're Never Over,Recovery,2010,storytelling,society,life,music,society
Jay-Z,Thank You,The Blueprint 3,2009,storytelling,society,life,music,society
Lil Wayne,Shine,Lights Out,2000,storytelling,society,life,music,society
Nas,Where's The Love[Deluxe Edition Bonus Track],Life Is Good,2012,storytelling,society,life,music,society
Snoop Dogg,House Shoes,More Malice,2010,storytelling,society,life,music,society
Snoop Dogg,Loosen' Control,Tha Last Meal,2000,storytelling,society,life,music,society
Jay-Z,"Girls, Girls, Girls",The Blueprint,2001,biology,storytelling,life,music,society
Tupac,Tupac Strictly 4 My NIGGAZ The Streetz R Deathrow,Strictly 4 My N.I.G.G.A.Z.,1993,life,storytelling,life,music,society
Public Enemy,They Used To Call It Dope,Muse Sick-N-Hour Mess Age,1994,music,storytelling,life,music,society
A Tribe Called Quest,Common Ground (Get It Going On),The Love Movement,1998,society,storytelling,life,music,society
Lil Wayne,Worry Me,500 Degreez,2002,society,storytelling,life,music,society
Lil Wayne,Krazy,Tha Carter V,2017,society,storytelling,life,music,society
LL Cool J,Kanday,Bigger &amp; Deffer,1987,society,storytelling,life,music,society
Nas,Can't Forget About You,Hip Hop Is Dead,2006,society,storytelling,life,music,society
Run-DMC,Let's Stay Together (Together Forever),Crown Royal,2001,society,storytelling,life,music,society
Tupac,Catching Feelins,Better Dayz,2002,society,storytelling,life,music,society
Tupac,Teardrops And Closed Caskets,Still I Rise,1999,society,storytelling,life,music,society
Drake,Plastic Bag,What A Time To Be Alive,2015,storytelling,war,life,music,society
De La Soul,De La Soul The Impossible: Mission TV Series: Pt 1 The Corner,The Impossible: Mission TV Series: Pt. 1,2006,storytelling,life,math,music,society
Dr Dre,Satisfiction,Compton,2015,society,biology,music,music,society
A Tribe Called Quest,Rock Rock Y'all,The Love Movement,1998,society,music,music,music,society
Run-DMC,King Of Rock,King Of Rock,1985,society,music,music,music,society
Busta Rhymes,Bladow!!,Anarchy,2000,society,religion,music,music,society
Lil Wayne,About All Tha,"Like Father, Like Son",2006,life,society,music,music,society
"Tyler, the Creator",Treehome95,Wolf,2013,storytelling,society,music,music,society
LL Cool J,Clockin' G's,chemistry,2002,biology,storytelling,music,music,society
Outkast,No Bootleg DVDs (Interlude),Idlewild,2006,life,storytelling,music,music,society
Run-DMC,The School Of Old,Crown Royal,2001,music,storytelling,music,music,society
Eminem,Taking My Ball,Relapse: Refill,2009,society,storytelling,music,music,society
LL Cool J,Dangerous,Radio,1985,society,storytelling,music,music,society
Nas,Last Words,Nastradamus,1999,society,storytelling,music,music,society
Outkast,Outkast Speakerboxxx  The Love Below Love Hater,Speakerboxxx / The Love Below,2003,society,storytelling,music,music,society
Tupac,Run Tha Streetz,All Eyez On Me,1996,society,storytelling,music,music,society
Nas,Warrior Song,God's Son,2002,life,storytelling,mythology,music,society
Jay-Z,Holla,The Dynasty Roc La Familia,2000,society,life,religion,music,society
Beastie Boys,Time For Livin',Check Your Head,1992,life,society,religion,music,society
Busta Rhymes,Touchdown (Remix),Catastrophic 2,2014,life,culture,society,music,society
Beastie Boys,B-Boys In The Cut[Deluxe Edition Bonus Track],Hot Sauce Committee Part Two,2011,storytelling,life,society,music,society
Lil Wayne,Gangstas and Pimps,500 Degreez,2002,storytelling,life,society,music,society
Lil Wayne,Poppin Them Bottles,Dedication 2: Gangsta Grillz,2006,storytelling,society,society,music,society
MC Hammer,Addams Groove,Too Legit To Quit,1991,music,culture,storytelling,music,society
Drake,Sacrifices,More Life,2017,society,life,storytelling,music,society
Eminem,Cleanin Out My Close,Curtain Call,2005,society,life,storytelling,music,society
Eminem,Cleanin Out My Close,The Eminem Show,2002,society,life,storytelling,music,society
Lil Wayne,Pure Colombia,Dedication 5,2013,society,life,storytelling,music,society
Lil Wayne,Wasted,No Ceilings,2009,society,life,storytelling,music,society
Lil Wayne,Preach,Sorry 4 The Wait 2,2015,society,life,storytelling,music,society
The Notorius BIG,Letter To BIG,Notorious,2009,society,life,storytelling,music,society
Busta Rhymes,Live it Up,Anarchy,2000,society,math,storytelling,music,society
Lil Wayne,Ain't That A Bitch,Tha Carter,2004,life,music,storytelling,music,society
Lil Wayne,Go DJ,Tha Carter,2004,life,music,storytelling,music,society
A Tribe Called Quest,Youthful Expression,People's Instinctive Travels and the Paths of Rhythm,1990,society,music,storytelling,music,society
Beastie Boys,Pass The Mic,Check Your Head,1992,society,music,storytelling,music,society
Kanye West,Highlights,The Life Of Pablo,2016,society,music,storytelling,music,society
Busta Rhymes,Street Shi,Anarchy,2000,society,religion,storytelling,music,society
Snoop Dogg,La La La[Deluxe Edition Bonus Track],Reincarnated,2013,geography,society,storytelling,music,society
LL Cool J,Big Ole Bu,Walking With The Panther,1989,life,society,storytelling,music,society
Snoop Dogg,Lodi Dodi (1),Doggystyle,1993,life,society,storytelling,music,society
Snoop Dogg,Lodi Dodi,Doggystyle,1993,life,society,storytelling,music,society
2 Live Crew,One &amp; One,Move Somethin',1987,life,storytelling,storytelling,music,society
Outkast,Drinkin' Again (Interlude),Stankonia,2000,life,biology,war,music,society
Dr Dre,Pause 4 Porno (Skit),2001,1999,storytelling,religion,war,music,society
Nas,Me &amp; You (Dedicated To Destiny),Street's Disciple,2004,storytelling,life,geography,mythology,society
Nas,Tribes At War,Distant Relatives,2010,life,storytelling,war,mythology,society
2 Live Crew,When We Get Them Hoes,Shake a Lil' Somethin',1996,storytelling,music,biology,religion,society
Lil Wayne,Don't Like,Dedication 4,2012,music,storytelling,biology,religion,society
Nas,Braveheart Party,Stillmatic,2001,society,storytelling,biology,religion,society
Chance the Rapper,Chi Town Christmas,Merry Christmas Lil' Mama,2016,society,storytelling,geography,religion,society
Jay-Z,Jay-Z In My Lifetime Vol 1 Imaginary Player,In My Lifetime Vol. 1,1997,life,society,government,religion,society
Ice Cube,Ice Cube War &amp; Peace Vol 1: The War Disc The Peckin' Order,War &amp; Peace Vol. 1: The War Disc,1998,society,geography,life,religion,society
Eminem,Steve Berman (Skit),The Marshall Mathers LP,2000,society,music,life,religion,society
Wu-Tang Clan,Dancing With Wolves,Killa Beez: The Sting,2002,storytelling,music,life,religion,society
Lil Wayne,Glory,Free Weezy Album,2015,storytelling,society,life,religion,society
Lil Wayne,Swag Surfin',No Ceilings,2009,storytelling,society,life,religion,society
Eminem,Almost Famous,Recovery,2010,society,storytelling,life,religion,society
Jay-Z,Politics As Usual,Reasonable Doubt,1996,society,storytelling,life,religion,society
Nas,In His Own Words,Distant Relatives,2010,society,storytelling,life,religion,society
Nas,Book Of Rhymes,God's Son,2002,society,storytelling,life,religion,society
Nas,No Idea's Original,The Lost Tapes,2002,society,storytelling,life,religion,society
Lil Wayne,No Ceilings,No Ceilings,2009,biology,life,music,religion,society
Lil Wayne,Before Tune Gets Back,Dedication 5,2013,storytelling,life,music,religion,society
Busta Rhymes,Bounce (Let Me See Ya Throw It),Genesis,2001,society,math,music,religion,society
Run the Jewels,Hey Kids (Bumaye),Run The Jewels 3,2016,life,storytelling,music,religion,society
Busta Rhymes,Busta Rhymes Back On My BS Respect My Conglomerate,Back On My B.S.,2009,storytelling,society,society,religion,society
Eminem,Ballin' Uncontrollably,Straight From The Vault,2011,music,storytelling,society,religion,society
The Notorius BIG,Fuck Me (Interlude),Ready To Die,1994,music,storytelling,religion,revolution,society
Beastie Boys,Brass Monkey,Licensed To Ill,1986,life,society,storytelling,revolution,society
Run-DMC,Run-DMC Run-DMC Hard Times,Run-D.M.C.,1984,society,biology,biology,society,society
A Tribe Called Quest,Ham n' Eggs,People's Instinctive Travels and the Paths of Rhythm,1990,society,government,biology,society,society
LL Cool J,I Need Love,Bigger &amp; Deffer,1987,storytelling,society,biology,society,society
Wu-Tang Clan,Hold The Heater,A Better Tomorrow,2014,life,storytelling,biology,society,society
De La Soul,De La Orgee,3 Feet High And Rising,1989,geography,biology,culture,society,society
De La Soul,De La Soul Smell The DaISY The Pitch,Smell The Da.I.S.Y.,2014,life,life,culture,society,society
Busta Rhymes,Busta Rhymes It Ain't Safe No More Make It Clap (Remix),It Ain't Safe No More...,2002,mythology,geography,geography,society,society
Nas,Land Of Promise,Distant Relatives,2010,storytelling,geography,government,society,society
MC Hammer,(Hammer Hammer) They Put Me In The Mi,Let's Get It Started,1988,music,math,government,society,society
Tupac,Crooked Ass Nigga,2Pacalypse Now,1991,life,storytelling,government,society,society
De La Soul,Can U Keep A Secret?,3 Feet High And Rising,1989,society,music,life,society,society
Lil Wayne,Need Some Quie,The Drought Is Over Part 4,2007,storytelling,music,life,society,society
Beastie Boys,Electrify,Hello Nasty,1998,society,storytelling,life,society,society
Eminem,Bagpipes From Baghdad,Relapse,2009,society,storytelling,music,society,society
Lil Wayne,World Of Fantasy,The Drought Is Over 2 (Carter 3 Sessions),2007,life,storytelling,mythology,society,society
Tupac,So Many Tears,Greatest Hits,1998,storytelling,life,religion,society,society
Tupac,So Many Tears,Me Against The World,1995,storytelling,life,religion,society,society
De La Soul,Who Do U Worship?,De La Soul Is Dead,1991,society,storytelling,religion,society,society
De La Soul,Description,3 Feet High And Rising,1989,storytelling,biology,society,society,society
Kanye West,Send It Up,Yeezus,2013,music,life,society,society,society
Nas,A Queens Story,Life Is Good,2012,storytelling,life,society,society,society
Wu-Tang Clan,"Wu-Tang Clan RZA Presents Wu-Tang Killa Bees: The Swarm, Vol 1 Fatal Sting","RZA Presents Wu-Tang Killa Bees: The Swarm, Vol. 1",1998,storytelling,life,society,society,society
LL Cool J,You Better Watch Me,Exit 13,2008,storytelling,music,society,society,society
Nas,Affirmative Action,It Was Written,1996,life,storytelling,society,society,society
Wu-Tang Clan,Let My Niggas Live,The W,2000,life,biology,storytelling,society,society
Busta Rhymes,In The Streets,The Return Of The Dragon: The Abstract Went On Vacation,2015,society,life,storytelling,society,society
Kendrick Lamar,Kendrick Lamar Good Kid: MAAD City Good Kid,Good Kid: M.A.A.D City,2012,society,life,storytelling,society,society
Lil Wayne,Poppin,No Ceilings 2,2015,life,religion,storytelling,society,society
Ice Cube,Do Ya Thang,Raw Footage,2008,music,religion,storytelling,society,society
Public Enemy,She Watch Channel Zero?!,It Takes A Nation Of Millions To Hold Us Back,1988,society,life,art,storytelling,society
Drake,Money (Remix),Room For Improvement,2006,government,life,biology,storytelling,society
Snoop Dogg,Side Piece,COOLAID,2016,society,life,biology,storytelling,society
Drake,Scholarships,What A Time To Be Alive,2015,life,music,biology,storytelling,society
Jay-Z,We Got Em Goin',Unfinished Business,2004,storytelling,music,culture,storytelling,society
2 Live Crew,Check it Out Y'all,The 2 Live Crew Is What We Are,1986,life,government,geography,storytelling,society
Dr Dre,"Been There, Done Tha",The Aftermath,1996,storytelling,life,government,storytelling,society
Jay-Z,Parking Lot Pimpin',The Dynasty Roc La Familia,2000,society,biology,life,storytelling,society
Lil Wayne,Go Hard,500 Degreez,2002,life,life,life,storytelling,society
Chance the Rapper,NaNa,Acid Rap,2013,culture,music,life,storytelling,society
Lil Wayne,UOENO,Dedication 5,2013,society,music,life,storytelling,society
Nas,Cherry Wine,Life Is Good,2012,society,music,life,storytelling,society
Jay-Z,A Star Is Born,The Blueprint 3,2009,government,mythology,life,storytelling,society
Wu-Tang Clan,Clap[Hidden Track],The W,2000,music,mythology,life,storytelling,society
"Tyler, the Creator",Answer,Wolf,2013,biology,religion,life,storytelling,society
De La Soul,Big Brother Bea,Stakes Is High,1996,culture,society,life,storytelling,society
Beastie Boys,Instant Death,Hello Nasty,1998,storytelling,society,life,storytelling,society
Eminem,My Mom,Relapse,2009,life,storytelling,life,storytelling,society
Nas,Black Republican,Hip Hop Is Dead,2006,society,storytelling,life,storytelling,society
Wu-Tang Clan,Careful (Remix)[Import Bonus Track],The W,2000,life,geography,meanings,storytelling,society
Tupac,Fuck The World,Me Against The World,1995,life,religion,medicine,storytelling,society
Tupac,Hold Ya Head,Makaveli - The Don Killuminati: The 7 Day Theory,1996,life,biology,music,storytelling,society
Public Enemy,2 (Respect),The Evil Empire Of Everything,2012,society,government,music,storytelling,society
Lil Wayne,What Else Is There To Do,Dedication 3,2008,music,life,music,storytelling,society
Eric B & Rakim,Eric B Is Presiden,Paid In Full,1987,society,life,music,storytelling,society
LL Cool J,So Sick (Remix),Todd Smith,2006,society,life,music,storytelling,society
Jay-Z,Jay-Z Vol 2  Hard Knock Life Can I Get A,Vol. 2... Hard Knock Life,1998,mythology,math,music,storytelling,society
Lil Wayne,Rollin',Sorry 4 The Wait,2011,society,music,music,storytelling,society
Snoop Dogg,Superman,Doggumentary,2011,life,politics,music,storytelling,society
LL Cool J,Niggy Nuts,chemistry,2002,culture,society,music,storytelling,society
Snoop Dogg,Hourglass,Paid Tha Cost To Be Da Boss,2002,music,society,music,storytelling,society
Jay-Z,Jay-Z Vol 3 Life And Times Of S Carter So Ghetto,Vol. 3... Life And Times Of S. Carter,1999,life,storytelling,music,storytelling,society
Tupac,Thug Passion,All Eyez On Me,1996,life,music,religion,storytelling,society
Lil Wayne,"Lil Wayne Lil Weezy Ana, Vol1 Nigga Wit Money","Lil Weezy Ana, Vol.1",2006,music,government,society,storytelling,society
Snoop Dogg,Platinum,Doggumentary,2011,music,life,society,storytelling,society
Ice Cube,Higher[movie &quot;Higher Learning&quot;],In The Movies,2007,music,religion,society,storytelling,society
Lil Wayne,No Lie,Dedication 4,2012,society,music,storytelling,storytelling,society
Snoop Dogg,Lodi Dodi Intro,Doggystyle,1993,society,religion,storytelling,storytelling,society
Coolio,Hit 'Em,My Soul,1997,culture,government,war,storytelling,society
Lil Wayne,1st Key,"Like Father, Like Son",2006,culture,geography,life,war,society
Drake,Thrill Is Gone,Room For Improvement,2006,society,storytelling,life,war,society
Kanye West,Hold My Liquor,Yeezus,2013,society,storytelling,life,war,society
Dr Dre,Choices,The Aftermath,1996,storytelling,society,music,war,society
Public Enemy,Hard Rhymin',Rebirth Of A Nation,2006,storytelling,society,music,war,society
Wu-Tang Clan,Only The Rugged Survive,Legendary Weapons,2011,life,storytelling,music,war,society
"Tyler, the Creator",PILOT,Cherry Bomb,2015,society,music,politics,war,society
Outkast,Toilet Tisha,Stankonia,2000,society,life,storytelling,war,society
Eminem,Parking Lot (Skit),The Marshall Mathers LP 2,2013,religion,society,storytelling,war,society
Ice Cube,Ice Cube War &amp; Peace Vol 1: The War Disc Ask About Me,War &amp; Peace Vol. 1: The War Disc,1998,society,life,geography,art,storytelling
Outkast,"Outkast Speakerboxxx  The Love Below Good Day, Good Sir",Speakerboxxx / The Love Below,2003,society,geography,life,art,storytelling
